PK,CCR,HIERARCHY,INCIDENTTIME,INCIDENTLOCATION,CLEAREDFLAG,INCIDENTNEIGHBORHOOD,INCIDENTZONE,INCIDENTHIERARCHYDESC,OFFENSES,INCIDENTTRACT,COUNCIL_DISTRICT,PUBLIC_WORKS_DIVISION,X,Y
-3592001282,23033464,26,2023-03-05T23:00:00,"3100 Block Ashlyn St Pittsburgh, PA 15204",Y,Sheraden,6,UNAUTHORIZED USE VEHICLE,3928 Unauthorized Use of Automobile and Other Vehicles.,2018,2,5,-80.05635552,40.45608234
307944662,23044601,14,2023-03-26T20:21:00,"600 Block E 1st Ave Pittsburgh, PA 15219",Y,Central Business District,2,CRIMINAL MISCHIEF,3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another / 2709(a)(4) Harassment Communicates Prohibited Acts,201,6,6,-79.99604095,40.43503957
307946275,23045008,5,2023-03-27T16:00:00,"1400 Block Swantek St Pittsburgh, PA 15204",N,Sheraden,6,BURGLARY,3502 Burglary.,2022,2,5,-80.06866412,40.45369149
307948848,23045093,0,2023-03-27T18:09:00,"2200 Block Broadway Ave Pittsburgh, PA 15216",N,Beechview,6,99,9994 PFA Service,1920,4,5,-80.03068295,40.40378969
307950695,23045029,0,2023-03-27T17:04:00,"5400 Block Penn Ave Pittsburgh, PA 15206",N,Friendship,5,99,9999 9999 - (Misc. Incident): 9999 - (Misc. Incident): Non-reportable accident,807,9,2,-79.9364169,40.46466272
307955780,23045178,0,2023-03-27T22:07:00,"1500 Block Belasco Ave Pittsburgh, PA 15216",N,Beechview,6,99,9994 PFA Service,1916,,,,
307956427,23045152,14,2023-03-27T21:03:00,"10 Block Marion St Pittsburgh, PA 15219",N,Bluff,2,CRIMINAL MISCHIEF,3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,103,6,3,-79.98418931,40.4377172
306566805,23036061,11,2023-03-10T00:01:00,"900 Block Penn Ave Pittsburgh, PA 15222",N,Central Business District,2,CREDIT CARDS,4120 Identity Theft / 4106 Access Device Fraud,201,6,6,-79.99804688,40.44361867
306571207,23036134,10,2023-03-11T01:10:00,"3300 Block Iowa St Pittsburgh, PA 15219",Y,Upper Hill,2,SIMPLE ASSAULT,2701 Simple Assault. / 2706 Terroristic Threats. / 2718(a)(1) Strangulation - Applying Pressure to the Throat or Neck,506,6,3,-79.95694304,40.45145075
306593837,23036366,23,2023-03-11T14:40:00,"300 Block North Shore Dr Pittsburgh, PA 15212",Y,North Shore,1,PUBLIC DRUNKENESS,5505 Public Drunkenness / 3503.B1I DEF. TRESPASS ACTUAL COMMUNICATION,2205,1,1,-80.00963635,40.45491036
306642987,23036393,11,2023-03-11T16:40:00,"1800 Block Brownsville Rd Pittsburgh, PA 15210",N,Carrick,3,CREDIT CARDS,4106 Access Device Fraud,2901,4,3,-79.98817893,40.39713149
306644833,23036402,0,2023-03-11T16:40:00,"S 27th St & Sarah St Pittsburgh, PA 15203",N,South Side Flats,3,99,9999 9999 - (Misc. Incident): ,1609,3,3,-79.96749671,40.42622214
306648241,23036506,10,2023-03-11T20:26:00,"6900 Block Bennett St Pittsburgh, PA 15208",N,Homewood West,5,SIMPLE ASSAULT,2701 Simple Assault.,1207,,,,
308118246,23046081,10,2023-03-29T15:53:00,"200 Block E Elizabeth St Pittsburgh, PA 15207",N,Hazelwood,4,HARRASSMENT,2709 Harassment (Non-Specific),1515,5,3,-79.94136803,40.40719162
-3591032479,23046380,0,2023-03-30T03:45:00,"500 Block Boggs Ave Pittsburgh, PA 15211",N,Mount Washington,3,99,9999 9999 - (Misc. Incident): ,1915,2,5,-80.0101142,40.4229593
308140243,23046421,0,2023-03-30T08:10:00,"Market Sq Pittsburgh, PA 15222",N,Central Business District,2,99,9998 Overdose Other,201,6,6,-80.00285492,40.44093866
308168063,23046604,0,2023-03-26T00:01:00,"1400 Block Willoughby St Pittsburgh, PA 15205",N,Westwood,6,99,3304(a)(2) CRIMINAL MISCHIEF- Tamper With Property (So As To Endanger Person or Property),2811,,,,
308170097,23046620,0,2023-03-30T15:10:00,"100 Block Grasmere St Pittsburgh, PA 15205",N,Oakwood,6,99,9994 PFA Service,2812,2,5,-80.06550891,40.42804891
308171098,23046621,0,2023-03-30T15:10:00,"100 Block Grasmere St Pittsburgh, PA 15205",N,Oakwood,6,99,9994 PFA Service,2812,2,5,-80.06550891,40.42804891
308172317,23046622,0,2023-03-30T15:10:00,"100 Block Grasmere St Pittsburgh, PA 15205",N,Oakwood,6,99,9994 PFA Service,2812,2,5,-80.06550891,40.42804891
306541882,23035816,6,2023-03-10T12:02:00,"5900 Block Centre Ave Pittsburgh, PA 15206",N,Shadyside,4,RETSIL THEFT (SHOPLIFTING),"3929(a)(1) Retail Theft; takes possession of, carries away, or transfers displayed merchandise",705,,,,
306545174,23035885,18,2023-03-10T14:11:00,"1200 Block Galveston Ave Pittsburgh, PA 15233",N,Central North Side,1,STOLEN PROPERTY - OTHER,13(a)(16) Possession of Controlled Substance / 13(a)(30)* Delivery of Controlled Substance,2206,1,1,-80.01722428,40.45451593
306221323,23034173,99,2023-03-07T10:00:00,"1200 Block Western Ave Pittsburgh, PA 15233",N,Chateau,1,MISCELLANEOUS INVESTIGATION,9129 Miscellaneous Investigation,2108,6,1,-80.02196846,40.45121772
306257882,23034511,6,2023-03-07T20:45:00,"Forbes Ave & Oakland Ave Pittsburgh, PA 15213",N,Central Oakland,4,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,405,3,3,-79.95697438,40.44157182
306302197,23034717,99,2023-03-08T10:13:00,"300 Block Flowers Ave Pittsburgh, PA 15207",N,Hazelwood,4,AIDED CASE,9497 Aided Case,1515,5,3,-79.94056342,40.41086629
306358860,23035025,99,2023-03-08T19:59:00,"5800 Block Solway St Pittsburgh, PA 15217",N,Squirrel Hill North,4,AIDED CASE,9497 Aided Case,1403,8,3,-79.92362863,40.4428774
-3530227798,23045352,11,2023-03-28T09:46:00,"2200 Block Dartmore St Pittsburgh, PA 15210",Y,Overbrook,3,IDENTITY THEFT,4120 Identity Theft,3204,4,5,-79.99577838,40.3882164
-3592032206,23045403,14,2023-03-27T19:08:00,"500 Block Oaklynn Ct Pittsburgh, PA 15216",Y,Banksville,6,CRIM MISCHIEF,3304 Criminal Mischief.,2023,,,,
308036089,23045525,11,2023-03-28T15:37:00,"800 Block Mirror St Pittsburgh, PA 15217",N,Greenfield,4,IDENTITY THEFT,4120 Identity Theft,1517,5,3,-79.93454382,40.42566869
308036934,23045533,0,2023-03-28T15:51:00,"Lakewood St & Lorenz Ave Pittsburgh, PA 15220",N,Elliott,6,99,9999 (Misc. Crime): fight,2020,2,5,-80.0389914,40.44507961
308037791,23045542,23,2023-03-28T16:07:00,"Coffey Way & Strawberry Way Pittsburgh, PA 15222",Y,Central Business District,2,PUBLIC DRUNKENESS,5505 Public Drunkenness,201,6,6,-79.99847008,40.44258897
308038692,23045536,10,2023-03-28T15:57:00,"5900 Block Centre Ave Pittsburgh, PA 15232",N,Shadyside,4,SIMPLE ASSAULT,"2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury / 903 Criminal Conspiracy.",706,,,,
308044193,23045610,27,2023-03-28T17:36:00,"4000 Block Penn Ave Pittsburgh, PA 15201",N,Central Lawrenceville,2,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,902,7,2,-79.95792745,40.46518838
308046112,23045685,27,2023-03-28T19:35:00,"300 Block Gist St Pittsburgh, PA 15219",N,Bluff,2,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,103,6,3,-79.97976757,40.43688297
308049191,23045717,0,2023-03-28T21:30:00,"Armandale St & Buena Vista St Pittsburgh, PA 15212",N,Central North Side,1,99,9999 9999 - (Misc. Incident): ,2503,6,1,-80.01489717,40.45805502
306118603,23033713,5,2023-03-05T21:00:00,"1200 Block Mohler St Pittsburgh, PA 15221",N,Homewood North,5,BURGLARY,3502 Burglary.,1301,9,2,-79.88646022,40.45937084
306150792,23033981,10,2023-03-06T21:39:00,"5300 Block Wickliff St Pittsburgh, PA 15201",Y,Upper Lawrenceville,2,TERRORISTIC THREATS,"2706 Terroristic Threats. / 2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury / 2718(a)(1) Strangulation - Applying Pressure to the Throat or Neck",1011,7,2,-79.94896632,40.47959532
306155973,23034052,10,2023-03-07T01:18:00,"800 Block Steuben St Pittsburgh, PA 15220",Y,Elliott,6,SIMPLE ASSAULT,2701 Simple Assault.,2020,2,5,-80.0404778,40.44157726
307959633,23045174,13,2023-03-27T21:59:00,"Suncrest St & Brownsville Rd Pittsburgh, PA 15210",Y,Knoxville,3,RECEIVING STOLEN PROPERTY,3925 Receiving Stolen Property. / 4703 Operation of Vehicle without Official Certif. of Inspection / 1332 Display of Registration Plate. / 4706 Prohib. on Expend. for Emission Insp Prog.. / 1543 Driving While Operating Privilege is Suspended or Revoked. / 1786 Required Financial Responsibility. / 1301 Registration and Certificate of Title Required.,3001,,,-79.99035296,40.41041724
307961941,23045187,5,2023-03-27T22:40:00,"800 Block Fisher St Pittsburgh, PA 15210",Y,St. Clair,3,BURGLARY,3502 Burglary. / 3304 Criminal Mischief.,1606,3,3,-79.97545137,40.4111986
307963846,23045217,5,2023-03-28T00:34:00,"2600 Block Pioneer Ave Pittsburgh, PA 15226",Y,Brookline,6,BURGLARY,3502 Burglary. / 3921(a) Theft by Unlawful Taking or Disposition - Movable item / 3304 Criminal Mischief. / 3503 Criminal Trespass,1919,4,5,-80.02419932,40.3958531
307974572,23044941,0,2023-03-27T14:00:00,"600 Block Stanwix St Pittsburgh, PA 15222",N,Central Business District,2,99,3926.C1 THEFT OF SERVICES,201,,,,
307997938,23045341,6,2023-03-27T07:00:00,"6800 Block Frankstown Ave Pittsburgh, PA 15208",N,Homewood West,5,THEFT,3921 Theft by Unlawful Taking or Disposition.,1207,9,2,-79.90598514,40.45812233
308013846,23045389,0,2023-03-28T11:15:00,"McKelvy Braddock Hills, PA 15221",N,Outside City,OSC,99,9994 PFA Service,5599,,,,
308017229,23045423,0,2023-03-28T12:00:00,"800 Block Fisher St Pittsburgh, PA 15210",N,St. Clair,3,99,9994 PFA Service,1606,3,3,-79.97545137,40.4111986
308037456,23045513,10,2023-03-28T15:30:00,"2700 Block Banksville Rd Pittsburgh, PA 15216",N,Banksville,6,TERRORISTIC THREATS,2706 Terroristic Threats.,2023,2,5,-80.0376602,40.40538129
308042335,23045625,18,2023-03-28T17:47:00,"Dalzell Pl & Barnsdale St Pittsburgh, PA 15217",Y,Squirrel Hill North,4,STOLEN PROPERTY - OTHER,13(a)(16) Possession of Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession / 5505 Public Drunkenness,1403,8,3,-79.91470408,40.44178375
308044430,23042688,6,2023-03-23T14:00:00,"2000 Block Wharton St Pittsburgh, PA 15203",Y,South Side Flats,3,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft. / 3503.B1II DEF. TRESPASS POSTED,1702,3,3,-79.97643264,40.43034081
308046317,23045673,0,2023-03-28T19:16:00,"5500 Block Centre Ave Pittsburgh, PA 15232",N,Shadyside,4,99,9999 9999 - (Misc. Incident): Victim Identification of Actor from Prior Crime,709,8,2,-79.93645165,40.45657067
306655765,23036702,99,2023-03-12T04:50:00,"Wood St & 3rd Ave Pittsburgh, PA 15222",N,Central Business District,2,AIDED CASE,9497 Aided Case,201,6,6,-80.00164035,40.43888619
306669828,23036744,0,2023-03-12T08:00:00,"4000 Block Bigelow Blvd Pittsburgh, PA 15213",N,North Oakland,4,99,9994 PFA Service,507,8,3,-79.95492798,40.45095961
306678614,23034992,99,2023-03-08T18:43:00,"7700 Block Susquehanna St Pittsburgh, PA 15221",N,Homewood South,5,ACCIDENTAL FIRE,9018 Accidental Fire,1304,9,2,-79.89063762,40.45045137
308184046,23045180,27,2023-03-27T22:15:00,"5800 Block Forbes Ave Pittsburgh, PA 15217",N,Squirrel Hill South,4,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1408,5,3,-79.92280713,40.43791099
308180683,23045561,10,2023-03-28T16:25:00,"Crosman St & S 18th Ter Pittsburgh, PA 15203",Y,South Side Slopes,3,SIMPLE ASSAULT,2709(a) Harassment. / 2701(a)(3) Simple Assault - Attempts by Physical Menace ,1603,3,3,-79.97926849,40.42173605
308181878,23046677,10,2023-03-27T15:00:00,"4800 Block Friendship Ave Pittsburgh, PA 15224",Y,Bloomfield,5,SIMPLE ASSAULT,2701 Simple Assault.,809,7,2,-79.94626304,40.46213177
308191764,23046703,18,2023-03-30T17:42:00,"Arlington Ave & P J Mc Ardle Rdwy Pittsburgh, PA 15203",Y,South Side Slopes,3,STOLEN PROPERTY - OTHER,13(a)(32) Paraphernalia - Use or Possession / 13(a)(16) Possession of Controlled Substance / 3802(d)(2) DUI - Drug - Impaired Ability / 4703 Operation of Vehicle without Official Certif. of Inspection / 3714 Careless Driving / 4706 Prohib. on Expend. for Emission Insp Prog..,1706,3,3,-79.99833232,40.42902823
308191742,23046824,0,2023-03-30T07:40:00,"300 Block Cape May Ave Pittsburgh, PA 15216",N,Beechview,6,99,9999 9999 - (Misc. Incident): ,1916,4,5,-80.02081109,40.40994399
308198243,23046916,0,2023-03-31T01:01:00,"West End Cir Ramp & Steuben St Pittsburgh, PA 15220",Y,Elliott,6,DUI - GENERAL IMPAIRMENT,3111 Obedience to Traffic-Control Devices. / 3802(a)(1) DUI - General Impairment,2020,,,,
306722967,23037165,5,2023-03-13T08:00:00,"100 Block S 19th St Pittsburgh, PA 15203",N,South Side Flats,3,BURGLARY,3502 Burglary.,1702,3,3,-79.97945446,40.42813681
306730377,23036631,23,2023-03-12T13:15:00,"S 12th St & Sarah St Pittsburgh, PA 15203",Y,South Side Flats,3,PUBLIC DRUNKENESS,5505 Public Drunkenness,1702,3,3,-79.98636235,40.42774629
306752255,23037262,0,2023-03-13T12:32:00,"2100 Block Park Hill Dr Pittsburgh, PA 15221",Y,East Hills,5,99,6110.1 Possesion of Firearm by Minor,1306,9,2,-79.87406756,40.45320445
306767176,23037412,0,2023-03-12T04:30:00,"Beaver Ave & Eckert St Pittsburgh, PA 15233",Y,Marshall-Shadeland,1,99,3733 Fleeing or Attempting to Elude Police Officer / 3736 Reckless Driving / 3714 Careless Driving / 4524 Windshield Obstructions and Wipers. / 1543 Driving While Operating Privilege is Suspended or Revoked. / 4581 Restraint Systems. / 3362 Maximum Speed Limits.,2704,,,,
306880347,23037781,11,2023-03-14T12:15:00,"2300 Block Atmore St Pittsburgh, PA 15212",N,Marshall-Shadeland,1,THEFT BY DECEPTION,3922 Theft by Deception.,2704,,,,
306362180,23035063,13,2023-03-08T22:06:00,"Middle St & Foreland St Pittsburgh, PA 15212",Y,East Allegheny,1,RECEIVING STOLEN PROPERTY,3925 Receiving Stolen Property. / 13(a)(32) Paraphernalia - Use or Possession / 13(a)(16) Possession of Controlled Substance,2304,1,1,-79.99939273,40.45457671
306367041,23035119,0,2023-03-09T02:00:00,"600 Block William Penn Pl Pittsburgh, PA 15219",N,Central Business District,2,99,9999 9999 - (Misc. Incident): Missing sign,201,6,6,-79.99676214,40.44114128
306368862,23035133,6,2023-03-09T02:26:00,"100 Block N Craig St Pittsburgh, PA 15213",N,North Oakland,4,THEFT,3921 Theft by Unlawful Taking or Disposition.,404,,,-79.87838243,40.443321
306369066,23035145,0,2023-03-09T03:26:00,"7200 Block Kelly St Pittsburgh, PA 15208",N,Homewood South,5,99,9999 9999 - (Misc. Incident): ,1303,9,2,-79.89699563,40.45551865
306377451,23032193,0,2023-03-03T14:45:00,"900 Block Brookline Blvd Pittsburgh, PA 15226",N,Brookline,6,99,8106 Shots Fired,1918,4,5,-80.01918981,40.39287944
306387261,23034765,10,2023-03-08T11:54:00,"7400 Block Penn Ave Pittsburgh, PA 15208",Y,Point Breeze,4,TERRORISTIC THREATS,2706 Terroristic Threats. / 3743 Accidents Involving Damage to Attended Veh. or Property / 3744 Duty to Give Information and Render Aid,1406,9,3,-79.89817444,40.44814134
306404806,23035243,0,2023-03-09T10:15:00,"300 Block Kathleen St Pittsburgh, PA 15211",N,Mount Washington,3,99,9999 9999 - (Misc. Incident): ,1807,3,5,-80.00188442,40.42546226
306487103,23034390,99,2023-03-06T20:48:00,"100 Block Rhine Pl Pittsburgh, PA 15212",N,Spring Hill-City View,1,MISCELLANEOUS INVESTIGATION,9129 Miscellaneous Investigation,2620,1,1,-79.99204185,40.46535965
306499972,23035680,6,2023-03-10T03:00:00,"1700 Block Murray Ave Pittsburgh, PA 15217",N,Squirrel Hill South,4,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,1413,5,3,-79.9231547,40.43792491
308085765,23045927,10,2023-03-29T10:30:00,"100 Block Art Rooney Ave Pittsburgh, PA 15212",N,North Shore,1,TERRORISTIC THREATS,2706 Terroristic Threats. / 8105 CLASS 2 - Bomb Threat,2205,1,6,-80.01577932,40.44678403
308124019,23046149,6,2023-03-29T15:33:00,"900 Block Chartiers Ave Pittsburgh, PA 15220",N,Elliott,6,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,2020,2,5,-80.03968623,40.44347775
308126186,23046208,99,2023-03-29T19:11:00,"600 Block Smithfield St Pittsburgh, PA 15222",N,Central Business District,2,AIDED CASE,9497 Aided Case,201,6,6,-79.99740883,40.44153322
308127461,23046214,27,2023-03-29T19:20:00,"5800 Block Walnut St Pittsburgh, PA 15232",N,Shadyside,4,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop. / 3744 Duty to Give Information and Render Aid,706,8,2,-79.92858423,40.45268816
308131836,23044362,10,2023-03-26T11:21:00,"4600 Block Browns Hill Rd Pittsburgh, PA 15217",Y,Central North Side,4,SIMPLE ASSAULT,2701 Simple Assault. / 9501 Bench Warrant,1414,,,,
-3586071967,23046267,10,2023-03-29T22:00:00,"2800 Block Brownsville Rd Pittsburgh, PA 15210",N,Carrick,3,HARRASSMENT,2709(a) Harassment.,2902,4,3,-79.97753255,40.38344999
308133247,23046279,10,2023-03-29T22:00:00,"2000 Block Frankella Ave Pittsburgh, PA 15221",N,East Hills,5,TERRORISTIC THREATS,2706 Terroristic Threats. / 3304 Criminal Mischief.,1306,9,2,-79.87041081,40.45171521
308134709,23046297,0,2023-03-29T23:05:00,"200 Block Reifert St Pittsburgh, PA 15210",N,Knoxville,3,99,9994 PFA Service,3001,3,5,-79.99211431,40.40813782
308137836,23046370,4,2023-03-30T02:52:00,"80 Block Knox Ave Pittsburgh, PA 15210",N,Knoxville,3,AGG-ASSAULT,2702 Aggravated Assault. / 3502 Burglary.,3001,3,5,-79.99063275,40.41656589
306272911,23034614,6,2023-03-08T02:40:00,"4700 Block Liberty Ave Pittsburgh, PA 15224",N,Bloomfield,5,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,809,7,2,-79.94985763,40.46207808
-3562043456,23034837,27,2023-03-08T13:45:00,"3000 Block Banksville Rd Pittsburgh, PA 15216",N,Banksville,6,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,2023,2,5,-80.0423479,40.40181989
306331369,23034829,6,2023-03-08T13:48:00,"900 Block Freeport Rd Pittsburgh, PA 15238",N,Lincoln-Lemington-Belmar,5,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,1201,9,2,-79.89235295,40.4861185
306341141,23034946,14,2023-03-08T06:30:00,"5200 Block Keystone St Pittsburgh, PA 15201",N,Upper Lawrenceville,2,CRIM MISCHIEF,3304 Criminal Mischief.,1011,7,2,-79.95265724,40.47941212
306341605,23034965,99,2023-03-08T17:45:00,"1100 Block Woods Run Ave Pittsburgh, PA 15212",Y,Marshall-Shadeland,1,BENCH WARRANT ARREST - NO TIE,9501 Bench Warrant / 9093 Indirect Criminal Contempt,2715,,,-79.88397394,40.44451477
306344078,23034997,0,2023-03-08T18:53:00,"3900 Block Forbes Ave Pittsburgh, PA 15213",N,North Oakland,4,99,9999 9999 - (Misc. Incident): ,403,3,3,-79.95575314,40.44186162
306351520,23034966,10,2023-03-08T18:04:00,"1400 Block Oakridge St Pittsburgh, PA 15226",N,Brookline,6,SIMPLE ASSAULT,2701 Simple Assault.,1918,4,5,-80.00837235,40.39125806
308047201,23045689,99,2023-03-28T19:39:00,"100 Block W Warrington Ave Pittsburgh, PA 15226",N,Mount Washington,3,AIDED CASE,9497 Aided Case,1915,3,3,-79.98785921,40.42185155
308096717,23045900,5,2023-03-29T06:08:00,"800 Block Ivy St Pittsburgh, PA 15232",N,Shadyside,4,BURGLARY,3502 Burglary. / 3304 Criminal Mischief.,703,8,2,-79.93218269,40.451667
308102453,23045955,0,2023-03-29T12:12:00,"200 Block Fourth Ave Pittsburgh, PA 15222",Y,Central Business District,2,99,601.08(a) Alcohol or Liquor Consumption on Streets or Sidewalks,201,,,-79.88534154,40.3884689
306004929,23032778,14,2023-03-04T15:55:00,"3600 Block California Ave Pittsburgh, PA 15212",N,Brighton Heights,1,CRIMINAL MISCHIEF,3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,2701,1,1,-80.0408607,40.48042074
306007861,23032790,99,2023-03-04T16:31:00,"Anderson St & Isabella St Pittsburgh, PA 15212",Y,North Shore,1,AIDED CASE,9497 Aided Case,2205,1,6,-80.00050635,40.44822645
306017220,23032944,10,2023-03-04T22:16:00,"700 Block Brookline Blvd Pittsburgh, PA 15226",Y,Brookline,6,SIMPLE ASSAULT,"2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury",1918,4,5,-80.02169563,40.39459113
306021022,23033011,6,2023-03-05T00:50:00,"Idlewild St & N Lang Ave Pittsburgh, PA 15208",N,Homewood North,5,THEFT,3921 Theft by Unlawful Taking or Disposition.,1301,9,2,-79.89822749,40.45869029
306031362,23032760,0,2023-03-04T15:07:00,"300 Block E Mc Intyre Ave Pittsburgh, PA 15214",N,Perry South,1,99,9999 9999 - (Misc. Incident): ,2614,6,1,-80.00644716,40.46899273
-3544013892,23033280,99,2023-03-05T15:07:00,"100 Block Carver St Pittsburgh, PA 15206",N,Larimer,5,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),1208,,,,
306046372,23033275,6,2023-03-05T12:00:00,"300 Block Sunnyland Ave Pittsburgh, PA 15227",N,Carrick,3,THEFT FROM AUTO,3934 Theft from Vehicle,2904,4,3,-79.98482069,40.38265105
306046895,23033282,14,2023-03-05T15:15:00,"2400 Block Perrysville Ave Pittsburgh, PA 15214",N,Perry South,1,CRIM MISCHIEF,3304 Criminal Mischief.,2614,,,,
306047112,23033338,14,2023-03-05T17:20:00,"100 Block Federal St S Pittsburgh, PA 15212",N,North Shore,1,CRIM MISCHIEF,3304 Criminal Mischief.,2205,1,6,-80.003767,40.44779936
306063686,23033441,10,2023-03-05T21:43:00,"2500 Block West Liberty Ave Pittsburgh, PA 15226",N,Beechview,6,SIMPLE ASSAULT,2701 Simple Assault.,1920,4,5,-80.02549676,40.39919261
307422272,23041422,6,2023-03-21T09:15:00,"4200 Block 5th Ave Pittsburgh, PA 15213",N,North Oakland,4,THEFT,"3924 Theft of Property Lost, Mislaid or Delivered by Mistake.",403,8,3,-79.95319664,40.44431026
307461002,23041734,6,2023-03-18T19:00:00,"5100 Block Butler St Pittsburgh, PA 15201",N,Upper Lawrenceville,2,RETSIL THEFT (SHOPLIFTING),"3929(a)(1) Retail Theft; takes possession of, carries away, or transfers displayed merchandise",1011,7,2,-79.95543682,40.47837327
306309526,23034678,10,2023-03-08T08:30:00,"2400 Block Woodmere Dr Pittsburgh, PA 15205",N,Squirrel Hill North,6,TERRORISTIC THREATS,2706 Terroristic Threats.,1401,,,,
306650727,23036545,14,2023-03-11T21:48:00,"1100 Block Banksville Rd Pittsburgh, PA 15216",N,Banksville,6,CRIMINAL MISCHIEF,3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,2023,2,5,-80.03027139,40.4199184
306670490,23036757,0,2023-03-12T09:32:00,"300 Block 6th Ave Pittsburgh, PA 15222",N,Central Business District,2,99,9998 Overdose Other,201,6,6,-79.99924836,40.44188192
-3664000070,23036782,0,2023-03-12T11:00:00,"900 Block Smithton Ave Pittsburgh, PA 15212",N,Marshall-Shadeland,1,99,9999 9999 - (Misc. Incident): ,2715,1,1,-80.02361718,40.4751334
306677996,23036874,6,2023-03-12T14:33:00,"Liberty Ave & Pearl St Pittsburgh, PA 15224",N,Bloomfield,5,THEFT,3921 Theft by Unlawful Taking or Disposition.,802,7,2,-79.94988109,40.46210044
306679362,23036900,0,2023-03-11T10:30:00,"2300 Block Spring Garden Ave Pittsburgh, PA 15212",N,Spring Garden,1,99,9093 Indirect Criminal Contempt,2412,1,1,-79.98658456,40.4715653
306680879,23036905,27,2023-03-12T15:19:00,"500 Block Penn Ave Pittsburgh, PA 15222",N,Central Business District,2,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,201,7,2,-79.94358209,40.46489336
306688787,23036953,14,2023-03-12T08:30:00,"2100 Block Sidney St Pittsburgh, PA 15203",N,South Side Flats,3,CRIMINAL MISCHIEF,3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,1609,3,3,-79.97600226,40.42924022
308113185,23046060,99,2023-03-29T15:30:00,"100 Block Pasadena St Pittsburgh, PA 15211",N,Mount Washington,3,MISCELLANEOUS FIRE OTHER INVEST CONTINUED,9123 Miscellaneous Fire Other Investigation to Continue,1807,,,-79.86377841,40.44718766
308119434,23046092,24,2023-03-29T16:11:00,"700 Block 2nd Ave Pittsburgh, PA 15219",Y,Bluff,2,DISORDERLY CONDUCT,5503(a)(4) DISORDERLY CONDUCT - HAZARDOUS/PHYS. OFF / 9015 Failure To Appear/Arrest on Attachment Order / 9501 Bench Warrant / 3503.B1I DEF. TRESPASS ACTUAL COMMUNICATION,103,6,6,-79.99459105,40.43533467
308122943,23046148,0,2023-03-29T17:39:00,"1000 Block Lessing St Pittsburgh, PA 15205",Y,Crafton Heights,6,99,9999 9999 - (Misc. Incident): ,2814,2,5,-80.04964157,40.44389613
308125824,23046180,3,2023-03-29T17:15:00,"Sarah St & S 25th St Pittsburgh, PA 15203",N,South Side Flats,3,ROBBERY,3701 Robbery.,1609,3,3,-79.97021562,40.42698201
308127467,23046215,0,2023-03-29T19:12:00,"1400 Block 5th Ave Pittsburgh, PA 15219",N,Bluff,2,99,9999 9999 - (Misc. Incident): Damage to personal property (Vehicle),103,6,3,-79.98631336,40.43837791
308130136,23046063,27,2023-03-29T15:10:00,"1700 Block 2nd Ave Pittsburgh, PA 15219",N,Central Business District,2,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,201,6,3,-79.9818416,40.43495468
308162351,23046554,0,2023-03-30T13:00:00,"Becks Run Rd & Madeline St Pittsburgh, PA 15210",N,Carrick,3,99,9998 Overdose Other,2902,4,3,-79.97872666,40.39627498
308180581,23046678,27,2023-03-30T16:31:00,"Liberty Ave & 25th St Pittsburgh, PA 15222",N,Strip District,2,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,203,7,6,-79.97918598,40.45338794
308190623,23046674,10,2023-03-30T16:35:00,"1100 Block Woodbine St Pittsburgh, PA 15201",Y,Stanton Heights,5,HARRASSMENT,2709 Harassment (Non-Specific),1005,9,2,-79.94115896,40.47812423
305690703,23030835,26,2023-03-01T08:45:00,"200 Block East Ohio (Building 106) St Pittsburgh, PA 15212",N,Allegheny Center,1,CRIMINAL TRESPASS,3503 Criminal Trespass,2204,,,,
